"event","site","date","round","white","black","result","whiteelo","blackelo","eco","pgn","elo_difference","adjusted_white_elo","adjusted_black_elo","adjusted_elo_difference","winner","eco_cat"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Kamsky, Gata","Shimanov, Aleksandr","1-0",2741,2655,"C11","1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. Nf3 Nc6 7. Be3 cxd4 8. Nxd4 Qb6 9. Qd2 Qxb2 10. Rb1 Qa3 11. Bb5 Nxd4 12. Bxd4 a6 13. Bxd7+ Bxd7 14. Rb3 Qe7 15. Rxb7 Qh4+ 16. Bf2 Qd8 17. Bb6 Qc8 18. Rc7 Qd8 19. Qd4 Ba3 20. Nb1 Be7 21. c4 Rc8 22. Rb7 Bb4+ 23. Kf2 Qxb6 24. Rxb6 Bc5 25. Rd1 Bxd4+ 26. Rxd4 dxc4 27. Nc3 Rc7 28. Rxa6 Ke7 29. Rb6 Ra8 30. Ke3 Ra3 31. Kd2 Ra5 32. g3 f6 33. exf6+ gxf6 34. Kc1 h5 35. Kb2 h4 36. g4 h3 37. Re4 f5 38. gxf5 Rxf5 39. a4 Rc6 40. Rb7 Rd6 41. Rxc4 e5 42. fxe5 Rd2+ 43. Ka3 Rxe5 44. Ne4 Rxh2 45. Rd4 Ke6 46. Rd6+ Kf5 47. Ng3+ Kf4 48. Nf1 Rf2 49. Rdxd7 h2 50. Rh7 Rf3+ 51. Kb4 Re4+ 52. Ka5 Ra3 53. Rb4 1-0",86,2.18996614986189,1.46285419808401,0.727111951777876,"white","A00 - A49"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Matlakov, Maxim","Mamedyarov, Shakhriyar","1/2-1/2",2676,2775,"B08","1. Nf3 g6 2. e4 d6 3. d4 Nf6 4. Nc3 Bg7 5. Be2 O-O 6. O-O Nc6 7. d5 Nb8 8. h3 c6 9. Bg5 h6 10. Be3 Nbd7 11. Qd2 Kh7 12. Rfe1 Qc7 13. Bf1 a6 14. a4 b6 15. Bd4 Bb7 16. Rad1 Rad8 17. Qe2 Rfe8 18. dxc6 Qxc6 19. e5 dxe5 20. Bxe5 Kg8 21. Bh2 Qc5 22. Nd2 Qb4 23. Nb3 e5 24. Qc4 Qe7 25. Rd2 Rc8 26. Qe2 Qb4 27. Red1 Nc5 28. Qe3 Nce4 29. Nxe4 Nxe4 30. Rd7 Bc6 31. Ra7 Bxa4 32. Rxa6 b5 33. Bd3 Red8 34. Ra1 Nxf2 35. Qxf2 Bxb3 36. Bxg6 e4 37. c3 Qe7 38. Bf5 e3 39. Qf3 e2 40. Re1 Rd1 41. Bg3 Rcd8 42. Ra8 Rxa8 43. Qxa8+ Rd8 44. Qf3 Bc4 45. Be4 b4 46. Kh2 b3 47. Qg4 Qe6 48. Bf5 Qd5 49. Be4 Qe6 50. Bf5 Qd5 51. Be4 1/2-1/2",-99,1.62370544946372,2.43039982150926,-0.806694372045538,"draw","B00 - B09"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Dominguez Perez, Leinier","Onischuk, Alexander","1-0",2757,2667,"C78","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Bc5 6. c3 b5 7. Bb3 d6 8. a4 Bg4 9. axb5 axb5 10. Rxa8 Qxa8 11. h3 Bxf3 12. Qxf3 Nb8 13. d3 O-O 14. Nd2 Nbd7 15. Qd1 Bb6 16. Nf3 Nc5 17. Bc2 Ne6 18. Ng5 Nxg5 19. Bxg5 Qd8 20. Qf3 h6 21. Bd2 Qe7 22. Ra1 Qe6 23. b4 Rd8 24. Ra3 Nd7 25. Bb3 Qf6 26. Qg3 Nf8 27. Be3 Ne6 28. Bxb6 cxb6 29. Qe3 Nf4 30. Ra7 Qg5 31. Qf3 Rc8 32. Bxf7+ Kh7 33. c4 Qf6 34. Qg4 Rf8 35. Qf5+ Qxf5 36. exf5 Nxd3 37. Bg6+ Kg8 38. f6 1-0",90,2.31280152698677,1.55183930151885,0.760962225467922,"white","C20 - C99"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Dubov, Daniil","Ponomariov, Ruslan","1/2-1/2",2624,2756,"A29","1. c4 Nf6 2. Nc3 e5 3. Nf3 Nc6 4. g3 Bb4 5. Bg2 O-O 6. O-O d6 7. d3 h6 8. Na4 a5 9. e3 Bc5 10. b3 Ba7 11. Bb2 Bd7 12. h3 Ne7 13. Nc3 c6 14. Ba3 Bb8 15. Ne4 1/2-1/2",-132,1.27481983484112,2.30559183539434,-1.03077200055322,"draw","A00 - A39"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Wang, Hao","Dreev, Aleksey","1/2-1/2",2747,2668,"D52","1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. Bg5 Nbd7 6. e3 Qa5 7. cxd5 Nxd5 8. Rc1 b6 9. Be2 Nxc3 10. bxc3 Ba3 11. Rc2 Ba6 12. O-O Bxe2 13. Qxe2 O-O 14. Rd1 Rfe8 15. e4 e5 16. Bh4 Be7 17. Bg3 Bf6 18. Nd2 b5 19. dxe5 Nxe5 20. f4 Qa4 21. Rcc1 Ng6 22. Qf3 Be7 23. e5 Ba3 24. Rb1 Rad8 25. Nb3 Bf8 26. Nd4 b4 27. cxb4 c5 28. Qb3 Qxb3 29. Nxb3 cxb4 30. Kf1 h5 31. h3 h4 32. Bh2 Ne7 33. Bg1 Nd5 34. Rd4 Nc3 35. Rb2 Ra8 36. Na5 f6 37. exf6 gxf6 38. Bf2 Bc5 39. Rd7 Rac8 40. Bxh4 Re4 41. g3 Bb6 42. Nb3 Re3 43. Kg2 Ne4 44. Nd2 Nc5 45. Rd5 Nd3 46. Rb3 Ne1+ 47. Kf1 Nc2 48. Rd7 Re1+ 49. Kg2 f5 50. g4 Re2+ 51. Kf3 Rce8 52. gxf5 Nd4+ 53. Kg4 Nxb3 54. axb3 Rg2+ 55. Kf3 Rg7 56. Rd3 Rh7 57. Kg4 Re2 58. Nc4 Rg2+ 59. Kf3 Rg1 60. Bg3 Rxh3 61. Kg4 Rh6 62. Kg5 Rh3 63. Kg4 Rh6 64. Kg5 Rc6 65. Kh5 Rh1+ 66. Kg5 Rg1 67. Kh5 Bc7 68. Kg5 Bb6 69. Kh5 1/2-1/2",79,2.23780795807167,1.55962099675769,0.678186961313979,"draw","D00 - D69"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Bologan, Viktor","Svidler, Peter","1/2-1/2",2672,2746,"C85","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Bxc6 dxc6 7. Re1 Nd7 8. b3 O-O 9. Bb2 f6 10. d4 exd4 11. Nxd4 Ne5 12. Nd2 Bb4 13. Re2 Bg4 14. f3 Bc5 15. c3 Nd3 16. b4 Bxd4+ 17. cxd4 Be6 18. Nb3 Nxb2 19. Rxb2 Qd6 20. Nc5 Bc8 21. Rc1 Rd8 22. Rd2 b6 23. Nb3 Be6 24. e5 Qd7 25. Qc2 Bd5 26. Re1 Re8 27. Nc1 a5 28. a3 axb4 29. axb4 Bf7 30. Qc3 Qd5 31. Nd3 Rad8 32. Re4 Qc4 33. Qxc4 Bxc4 34. Nb2 Bd5 1/2-1/2",-74,1.59126838912956,2.22997249192532,-0.638704102795757,"draw","C20 - C99"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Adams, Michael","Kryvoruchko, Yuriy","1/2-1/2",2740,2678,"B40","1. e4 c5 2. Nf3 e6 3. g3 d5 4. exd5 exd5 5. d4 Nf6 6. Bg2 Be7 7. O-O O-O 8. Be3 cxd4 9. Nxd4 Nc6 10. h3 Re8 11. Nc3 Bb4 12. Nce2 Bd6 13. c3 Bd7 14. Nf4 Bxf4 15. Bxf4 Qb6 16. Nb3 Ne5 17. Be3 Qc7 18. Bd4 Bb5 19. Bxe5 Rxe5 20. Re1 Rae8 21. Rxe5 Rxe5 22. Nd4 Bc6 23. Qd2 h6 24. Re1 Qe7 25. Rxe5 Qxe5 26. Nc2 Kf8 27. Ne3 Ne4 28. Qd3 h5 29. h4 g6 30. a3 Nc5 31. Qd1 Ne4 32. Qd3 Nc5 33. Qd1 Ne4 34. Nc2 Nd6 35. Nd4 Nc4 36. Qc1 Kg7 37. b3 Nd6 38. Qd2 Nf5 39. Nc2 Nd6 40. Nd4 Nf5 41. Nc2 Nd6 42. a4 Nf5 43. a5 Qf6 44. Ne3 Nxe3 45. Qxe3 a6 46. f4 Kf8 47. Bh3 Qd6 48. b4 Bd7 49. Bg2 Be6 50. Kf2 Qd7 51. Qc5+ Kg8 52. Ke3 Qe8 53. Kf2 Qa4 54. Qd4 1/2-1/2",62,2.18180763125394,1.64020054983705,0.54160708141689,"draw","B20 - B99"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Granda Zuniga, Julio E","Leko, Peter","1-0",2664,2744,"A37","1. c4 c5 2. g3 g6 3. Bg2 Bg7 4. Nc3 Nc6 5. Nf3 d6 6. O-O e6 7. a3 Nge7 8. b4 O-O 9. Rb1 b6 10. e3 Bb7 11. Qe2 Qd7 12. Rd1 Rac8 13. bxc5 dxc5 14. Bb2 Rfd8 15. d3 Na5 16. h4 Nf5 17. h5 Nd6 18. hxg6 hxg6 19. Ng5 Qe7 20. Bxb7 Naxb7 21. f4 f6 22. Nf3 Nf7 23. Kg2 Rd7 24. Ne4 Nbd6 25. Nf2 Ne8 26. e4 Rcd8 27. Rh1 f5 28. e5 g5 29. fxg5 Nxg5 30. Nxg5 Qxg5 31. Bc1 Qg6 32. Bf4 Rd4 33. Qf3 Rxf4 34. Qxf4 Rd4 35. Qe3 f4 36. Qf3 Qxg3+ 37. Qxg3 fxg3 38. Kxg3 Bxe5+ 39. Kg2 Ng7 40. Rbe1 Bf6 41. Re4 Rd7 42. Ng4 Bb2 43. Rh3 Kf7 44. a4 Ke7 45. Kf1 Kd6 46. Rh7 Rf7+ 47. Ke2 Bd4 48. Ne3 Rc7 49. Nc2 Bc3 50. Na3 a6 51. Nb1 Bb4 52. Nd2 Ne8 53. Rh8 Re7 54. Reh4 Bxd2 55. Kxd2 Nf6 56. a5 bxa5 57. Ra8 Rb7 58. Rxa6+ Ke5 59. Rxa5 Kd6 60. Ra6+ Kd7 61. Rh6 Rb2+ 62. Kc3 Rf2 63. Rg6 1-0",-80,1.52881968913331,2.21413217643862,-0.685312487305309,"white","A00 - A39"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Morozevich, Alexander","Leitao, Rafael","1-0",2739,2632,"B44","1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. Bf4 e5 7. Be3 a6 8. N5c3 Nf6 9. Nd2 Bg4 10. f3 Be6 11. Nc4 b5 12. Nb6 Rb8 13. Nbd5 Be7 14. a3 O-O 15. Bd3 b4 16. Nxb4 Nxb4 17. axb4 Rxb4 18. b3 a5 19. O-O d5 20. exd5 Bxd5 21. Kh1 Bc6 22. Bd2 Rd4 23. Ne2 Rd5 24. Qe1 e4 25. fxe4 Rxd3 26. Bxa5 Qd7 27. cxd3 Qxd3 28. Ng3 Qxb3 29. Nf5 Re8 30. Bc3 Nxe4 31. Bxg7 Bg5 32. Nd4 Qc4 33. Nxc6 Kxg7 34. Na5 Qe6 35. Qb4 Bf6 36. Rad1 Bc3 37. Qb5 Be5 38. Rd3 Rb8 39. Qa4 Qh6 40. h3 Ng3+ 41. Rxg3+ Bxg3 42. Nc6 Re8 43. Nd4 Qf6 44. Qb5 Qe5 45. Nf5+ Kh8 46. Qd7 Ra8 47. Nh6 Qf6 48. Nxf7+ Kg8 49. Nh6+ Kh8 50. Nf7+ Kg8 51. Qd1 Qe6 52. Nh6+ Kh8 53. Qd4+ 1-0",107,2.17359967438766,1.3173362922556,0.856263382132069,"white","B20 - B99"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Ragger, Markus","Vitiugov, Nikita","1/2-1/2",2680,2719,"D38","1. Nf3 d5 2. d4 Nf6 3. c4 e6 4. Nc3 Bb4 5. cxd5 exd5 6. Bg5 Nbd7 7. e3 h6 8. Bh4 g5 9. Bg3 Ne4 10. Nd2 Nxg3 11. hxg3 Nb6 12. a3 Bd6 13. Qc2 c6 14. e4 dxe4 15. Ndxe4 Be6 16. O-O-O Qe7 17. Nxd6+ Qxd6 18. Ne4 Qe7 19. Qc5 Qxc5+ 20. dxc5 Nd7 21. Nxg5 Bd5 22. Nh3 Nxc5 23. Nf4 Bb3 24. Re1+ 1/2-1/2",-39,1.65686873631845,2.00126209934165,-0.344393363023201,"draw","D00 - D69"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Giri, Anish","Li, Chao b","1-0",2737,2693,"D73","1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 d5 5. Bg2 dxc4 6. Na3 O-O 7. O-O Nc6 8. Nxc4 Be6 9. b3 Bd5 10. Bb2 a5 11. Ne3 Be4 12. a3 Ne8 13. Ne5 Bxg2 14. Nxg2 Nxe5 15. dxe5 c6 16. Qxd8 Rxd8 17. Rfd1 Nc7 18. Ne3 Ne6 19. Nc4 Nc5 20. Nxa5 Ra8 21. b4 Na4 22. Rab1 Nxb2 23. Rxb2 Bxe5 24. Rb3 c5 25. Nc4 Bd4 26. b5 Rfd8 27. Rbd3 e5 28. e3 e4 29. R3d2 Bf6 30. Rxd8+ Rxd8 31. Rxd8+ Bxd8 32. Nd6 Be7 33. Nxb7 c4 34. Na5 c3 35. a4 c2 36. Nb3 Bd8 37. Kf1 Kf8 38. Ke2 Ba5 39. b6 c1=Q 40. Nxc1 Bxb6 41. Nb3 Ke7 42. a5 Ba7 43. Kd2 Kd6 44. Kc3 f5 45. Kc4 Kc6 46. Nd4+ Kb7 47. Kb5 Bb8 48. a6+ Ka8 49. Kb6 Be5 50. Nb5 Kb8 51. a7+ Ka8 52. Ka6 1-0",44,2.1570407850975,1.7687715791208,0.388269205976699,"white","D70 - D99"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Robson, Ray","Ivanchuk, Vassily","0-1",2623,2731,"C43","1. e4 e5 2. Nf3 Nf6 3. d4 Nxe4 4. dxe5 d5 5. Nbd2 Nxd2 6. Bxd2 Be7 7. c4 Nc6 8. Qc2 Be6 9. Rd1 Qd7 10. Bc3 O-O-O 11. Be2 Nb4 12. Qd2 Qa4 13. b3 Qa3 14. c5 Bxc5 15. O-O d4 16. Bxb4 Bxb4 17. Qc2 Bc3 18. Ng5 Kb8 19. f4 g6 20. Bc4 Qc5 21. Qd3 Bf5 22. Qf3 f6 23. Nf7 fxe5 24. fxe5 Bc2 25. Nxd8 Rxd8 26. Qf6 d3+ 27. Kh1 Qd4 28. Rf4 Qd7 29. Be6 Qe8 30. Rdf1 d2 31. Bg4 Bf5 32. Rxf5 gxf5 33. Bf3 Bxe5 34. Qxf5 Qe7 35. Qe4 c6 36. Rd1 Qg5 37. g3 h6 38. Kg2 a6 39. Qb4 Rd4 40. Qf8+ Rd8 41. Qb4 Rd4 42. Qf8+ Kc7 43. Qc5 Qe3 44. b4 Bd6 45. Qa5+ Kc8 46. b5 axb5 47. Qa8+ Bb8 48. Rf1 d1=Q 49. Bxd1 Rd2+ 50. Kh3 Rxh2+ 51. Kg4 Qxg3+ 52. Kf5 Qe5+ 53. Kg6 Rg2+ 0-1",-108,1.26979810788301,2.1063206513221,-0.836522543439095,"black","C20 - C99"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Radjabov, Teimour","Bruzon Batista, Lazaro","1/2-1/2",2733,2698,"A46","1. d4 Nf6 2. Nf3 e6 3. g3 b6 4. Bg2 Bb7 5. O-O c5 6. c4 cxd4 7. Qxd4 Nc6 8. Qf4 Ne7 9. b3 Ng6 10. Qd2 Be7 11. Bb2 O-O 12. Nc3 Qb8 13. Rfd1 Rd8 14. Qc2 d5 15. cxd5 Nxd5 16. Nxd5 Rxd5 17. Rxd5 Bxd5 18. h4 h6 19. Rc1 Qb7 20. Qc7 Bc5 21. Qxb7 Bxb7 22. Ne1 Bxg2 23. Kxg2 h5 24. Rd1 Nf8 25. Nd3 Rd8 26. Rc1 Bd6 27. Kf3 f6 28. Rc6 Ng6 29. Rc4 1/2-1/2",35,2.12338981474189,1.81305726931448,0.310332545427403,"draw","A45 - A49"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Nguyen, Ngoc Truong Son","Andreikin, Dmitry","1/2-1/2",2625,2716,"A62","1. d4 Nf6 2. c4 e6 3. g3 c5 4. d5 exd5 5. cxd5 d6 6. Nc3 g6 7. Bg2 Bg7 8. Nf3 O-O 9. O-O Re8 10. Re1 a6 11. e4 Bg4 12. Qc2 Bxf3 13. Bxf3 Nbd7 14. a4 c4 15. Be3 Rc8 16. Be2 Nc5 17. f3 b5 18. axb5 axb5 19. Nxb5 Nxd5 20. Bf2 Nb4 21. Qxc4 Ncd3 22. Qb3 Nxe1 1/2-1/2",-91,1.27990625845212,1.97449281014474,-0.694586551692619,"draw","A50 - A79"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Korobov, Anton","Jobava, Baadur","1-0",2720,2696,"A41","1. d4 d6 2. Nf3 Nf6 3. c4 c6 4. Nc3 Bf5 5. Nh4 Bd7 6. e4 e5 7. Nf3 Bg4 8. Be2 Nbd7 9. Be3 Be7 10. h3 Bxf3 11. Bxf3 O-O 12. O-O Ne8 13. Bg4 exd4 14. Qxd4 Nc5 15. Rad1 Qc7 16. f4 Nf6 17. Bf3 a5 18. g4 Nfd7 19. g5 Rfe8 20. h4 Bf8 21. Qd2 a4 22. h5 Qa5 23. Qc2 Nb6 24. Be2 Rac8 25. Bf2 Ne6 26. Kh1 Nd7 27. Bg4 a3 28. b3 b5 29. e5 bxc4 30. bxc4 Rb8 31. g6 fxg6 32. hxg6 hxg6 33. Be1 Nxf4 34. Nd5 Qd8 35. Nxf4 Nxe5 36. Qg2 Nxg4 37. Qxg4 g5 38. Ng6 Be7 39. Qe6+ Kh7 40. Qf5 Kg8 41. Qf7+ Kh7 1-0",24,2.0101522832795,1.79528261997821,0.214869663301289,"white","A40 - A44"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Ortiz Suarez, Isan Reynaldo","Vachier-Lagrave, Maxime","0-1",2609,2719,"B17","1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Ng5 Ngf6 6. Bd3 e6 7. N1f3 Bd6 8. Qe2 h6 9. Ne4 Nxe4 10. Qxe4 Qc7 11. Bd2 b6 12. O-O-O Bb7 13. Qe2 O-O-O 14. Ba6 Rhe8 15. Rhe1 Bxa6 16. Qxa6+ Kb8 17. Qe2 e5 18. Kb1 e4 19. Nh4 Bf4 20. Bxf4 Qxf4 21. g3 Qg5 22. Ng2 Nf6 23. Ne3 Re6 24. Rd2 g6 25. c4 Red6 26. Red1 Qa5 27. c5 Re6 28. Nc4 Qb5 29. Rc1 Nd5 30. Ne5 Qxe2 31. Rxe2 f5 32. cxb6 Ne7 33. bxa7+ Kxa7 34. Rc4 Rd5 35. Re3 c5 36. Rb3 cxd4 37. Rc7+ Ka8 38. Nd7 Rxd7 39. Rxd7 Nc6 40. Kc1 g5 41. Kd1 f4 42. f3 e3 43. Ke2 g4 44. Rf7 gxf3+ 45. Ke1 Ne5 46. Rxf4 Rc6 47. Kd1 e2+ 48. Kd2 Rc1 0-1",-110,1.20614880026909,2.00126209934165,-0.795113299072564,"black","B10 - B19"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Shirov, Alexei","Wei, Yi","1/2-1/2",2696,2551,"D38","1. c4 Nf6 2. Nc3 e6 3. Nf3 d5 4. d4 Bb4 5. Bg5 h6 6. Bxf6 Qxf6 7. e3 O-O 8. Rc1 dxc4 9. Bxc4 c5 10. dxc5 Bxc5 11. O-O Rd8 12. Qe2 Qe7 13. a3 Bd7 14. Rfd1 Nc6 15. b4 Bb6 16. Bb3 Be8 17. Na4 Rxd1+ 18. Bxd1 Bc7 19. Nc5 Bd6 20. Bc2 a5 21. Qd3 g6 22. Ne4 Rd8 23. Qc3 axb4 24. Nf6+ Kh8 25. axb4 Bxb4 26. Qa1 e5 27. Nxe8 Rxe8 28. Be4 Nd8 29. Rc8 Bd6 30. Qb1 Rf8 31. g3 Kg7 32. Qb5 Nc6 33. Rxf8 Kxf8 34. Bxc6 bxc6 35. Qxc6 Qc7 36. Qd5 Qe7 37. Kg2 Bc7 38. h4 h5 39. Ng5 Kg7 40. Ne4 Qd8 41. Qc6 Qe7 42. Kf3 f5 43. Ng5 e4+ 44. Kg2 Be5 45. Qd5 Bf6 46. Ne6+ Kh7 1/2-1/2",145,1.79528261997821,1.05375293031681,0.7415296896614,"draw","D00 - D69"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Hammer, Jon Ludvig","Navara, David","1/2-1/2",2605,2715,"D85","1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Nf3 c5 8. Rb1 O-O 9. Be2 b6 10. O-O Qc7 11. Bg5 Bb7 12. Qd3 e6 13. Qe3 Nd7 14. e5 Rae8 15. Bf4 a6 16. Ng5 b5 17. Qh3 h6 18. Nf3 Kh7 19. Ng5+ Kg8 20. Nf3 Bxf3 21. Bxf3 Kh7 22. a4 Rb8 23. axb5 axb5 24. Be4 b4 25. Qe3 bxc3 26. Qxc3 Rfc8 27. Rxb8 Qxb8 28. Rc1 f5 29. Bf3 c4 30. g4 Qb5 31. gxf5 gxf5 32. Bh5 Qd5 33. Bf3 Qb5 34. Bh5 Qd5 35. h3 Rg8 36. Bf7 Rf8 37. Bh5 Rg8 38. Bf7 Rf8 39. Bh5 Rg8 1/2-1/2",-110,1.19017414167381,1.9655423169035,-0.775368175229685,"draw","D70 - D99"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Bacrot, Etienne","Moiseenko, Alexander","1/2-1/2",2714,2699,"B31","1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. Re1 Nf6 6. e5 Nd5 7. Nc3 Nc7 8. Bxc6 dxc6 9. Ne4 Ne6 10. d3 O-O 11. Be3 b6 12. Qd2 Nd4 13. Nxd4 cxd4 14. Bh6 c5 15. h4 Qd5 16. Bxg7 Kxg7 17. Ng3 Bb7 18. f3 Qe6 19. b3 1/2-1/2",15,1.95658089012626,1.82197025611122,0.13461063401504,"draw","B20 - B99"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Adhiban, Baskaran","Fier, Alexandr","1/2-1/2",2567,2595,"D31","1. d4 d5 2. c4 e6 3. Nc3 c6 4. e4 dxe4 5. Nxe4 Bb4+ 6. Bd2 Qxd4 7. Bxb4 Qxe4+ 8. Be2 Na6 9. Ba5 b6 10. Qd6 bxa5 11. Rd1 f6 12. f3 Qe3 13. Qxc6+ Kf7 14. Qxa8 Ne7 15. Qe4 Qb6 16. Rd2 Nc5 17. Qe3 e5 18. Bd3 Rd8 19. Bb1 Rxd2 20. Qxd2 1/2-1/2",-28,1.08096624964939,1.15428384100112,-0.0733175913517286,"draw","D00 - D69"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Jakovenko, Dmitry","Eljanov, Pavel","1/2-1/2",2724,2702,"B18","1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 e6 8. Ne5 Bh7 9. Bd3 Bxd3 10. Qxd3 Nd7 11. f4 Bb4+ 12. Bd2 Bxd2+ 13. Qxd2 Ngf6 14. O-O-O O-O 15. Qe2 Qc7 16. Ne4 Nxe4 17. Qxe4 Rad8 18. Qe3 Nxe5 19. dxe5 1/2-1/2",22,2.04550462920598,1.8487933456367,0.196711283569278,"draw","B10 - B19"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Vallejo Pons, Francisco","Le, Quang Liem","1/2-1/2",2706,2702,"B90","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Qd3 Nbd7 7. Be2 e6 8. g4 h6 9. Qh3 Nc5 10. f3 g6 11. Be3 Qc7 12. Nb3 b5 13. Nxc5 dxc5 14. O-O-O Nd7 15. f4 Bb7 16. f5 O-O-O 17. fxe6 fxe6 18. g5 Qe5 19. gxh6 g5 20. Qg3 Qxg3 21. hxg3 Bxh6 22. Bg4 Rde8 23. Rd6 Nf6 24. Bxe6+ Kc7 25. Bxc5 Bxe4 26. Rf1 g4+ 27. Kb1 Bf8 28. Rxa6 Bxc5 29. b4 Bxb4 30. Rxf6 Bxc3 31. Rf7+ Kb8 32. Rb6+ Ka8 33. Ra6+ Kb8 34. Rb6+ Ka8 35. Ra6+ 1/2-1/2",4,1.88469489426562,1.8487933456367,0.0359015486289196,"draw","B20 - B99"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Areshchenko, Alexander","Felgaer, Ruben","1/2-1/2",2709,2586,"C41","1. e4 d6 2. d4 Nf6 3. Nc3 e5 4. Nf3 Nbd7 5. Bc4 Be7 6. O-O c6 7. a4 O-O 8. Re1 b6 9. Ba2 a6 10. h3 Rb8 11. Be3 b5 12. axb5 axb5 13. b4 Qc7 14. Qd3 Nb6 15. Bb3 h6 16. Red1 Be6 17. Bxe6 fxe6 18. dxe5 dxe5 19. Bxb6 Qxb6 20. Rab1 Rbd8 21. Qe2 Nh5 22. Rxd8 Bxd8 23. Nxe5 Nf4 24. Qe3 Qb7 25. Nd3 Nxd3 26. Qxd3 Bb6 27. Nd1 Qf7 28. Qe2 Qg6 29. Kh1 Qf6 30. Rb3 Qd4 31. Qg4 Qe5 32. Rf3 Rd8 33. Rd3 Rf8 34. Rf3 Rd8 35. Rd3 Rf8 36. Rf3 1/2-1/2",123,1.9116678601333,1.12662398845535,0.785043871677942,"draw","C20 - C99"
"FIDE World Cup 2013","Tromso NOR",2013-08-14,2.1,"Fressinet, Laurent","Malakhov, Vladimir","1/2-1/2",2708,2707,"D15","1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 a6 5. c5 Nbd7 6. Bf4 Nh5 7. Bd2 Nhf6 8. Bf4 Nh5 9. Bd2 Nhf6 10. g3 g6 11. Bg2 Bg7 12. Qc2 O-O 13. O-O Re8 14. Rad1 b5 15. b4 a5 16. a3 axb4 17. axb4 Nf8 18. Ne5 Bf5 19. Qb3 Qc8 20. Ra1 Be6 21. e3 Ne4 22. Qb2 Nxc3 23. Bxc3 Rxa1 24. Rxa1 Bxe5 25. dxe5 Bh3 26. Bh1 Qg4 27. Qb3 Ne6 28. f3 Qf5 29. Qb1 Qxb1+ 30. Rxb1 Ra8 31. Ra1 Rxa1+ 32. Bxa1 h5 33. Kf2 Ng7 34. Bc3 1/2-1/2",1,1.90267567122854,1.89368413646805,0.00899153476048942,"draw","D00 - D69"
