,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
19660,35,technician,single,tertiary,no,,no,no,cellular,7,aug,141.0,1,-1,0,unknown,no
19661,30,management,married,tertiary,no,,no,no,cellular,7,aug,74.0,1,-1,0,unknown,no
19662,31,management,single,tertiary,no,53.0,yes,no,cellular,7,aug,165.0,3,-1,0,unknown,no
19663,31,technician,single,tertiary,no,319.0,no,yes,cellular,7,aug,446.0,1,-1,0,unknown,no
19664,59,management,divorced,tertiary,no,,no,no,cellular,7,aug,,2,-1,0,unknown,no
19665,48,management,single,tertiary,no,399.0,no,yes,cellular,7,aug,126.0,1,-1,0,unknown,no
19666,50,technician,married,secondary,no,3176.0,no,no,cellular,7,aug,670.0,1,-1,0,unknown,yes
19667,56,retired,married,secondary,no,255.0,no,no,cellular,7,aug,,1,-1,0,unknown,no
19668,55,blue-collar,married,primary,no,7303.0,yes,no,cellular,7,aug,166.0,3,-1,0,unknown,no
19669,46,technician,divorced,secondary,no,-824.0,yes,no,cellular,7,aug,429.0,3,-1,0,unknown,yes
19670,33,management,married,tertiary,no,584.0,yes,no,cellular,7,aug,269.0,3,-1,0,unknown,no
19671,56,blue-collar,married,primary,no,1214.0,no,yes,cellular,7,aug,105.0,1,-1,0,unknown,no
19672,31,management,married,tertiary,no,,no,no,cellular,7,aug,1182.0,1,-1,0,unknown,yes
19673,41,self-employed,single,tertiary,no,0.0,no,no,cellular,7,aug,408.0,1,-1,0,unknown,no
19674,57,retired,married,secondary,no,,no,no,cellular,7,aug,,4,-1,0,unknown,no
19675,55,services,married,secondary,no,224.0,no,no,cellular,7,aug,180.0,3,-1,0,unknown,no
19676,42,housemaid,married,primary,no,83.0,no,yes,cellular,7,aug,,1,-1,0,unknown,no
19677,43,management,married,tertiary,no,-334.0,yes,no,cellular,7,aug,291.0,1,-1,0,unknown,no
19678,52,management,divorced,tertiary,no,-803.0,yes,no,cellular,7,aug,131.0,3,-1,0,unknown,no
19679,45,management,married,secondary,no,,yes,yes,cellular,7,aug,,1,-1,0,unknown,no
19680,40,management,divorced,tertiary,no,,no,no,cellular,7,aug,162.0,5,-1,0,unknown,no
19681,34,management,married,tertiary,no,,no,no,cellular,7,aug,235.0,8,-1,0,unknown,no
19682,49,technician,divorced,secondary,no,,yes,no,cellular,7,aug,324.0,3,-1,0,unknown,no
19683,36,technician,single,secondary,no,,no,no,cellular,7,aug,876.0,1,-1,0,unknown,yes
19684,36,management,single,tertiary,no,,yes,yes,cellular,7,aug,,5,-1,0,unknown,no
19685,33,technician,single,secondary,no,-479.0,no,no,cellular,7,aug,235.0,1,-1,0,unknown,no
19686,31,blue-collar,married,primary,no,196.0,no,no,cellular,7,aug,,1,-1,0,unknown,no
19687,33,management,married,tertiary,no,,yes,no,unknown,7,aug,12.0,1,-1,0,unknown,no
19688,35,management,married,tertiary,no,,no,no,cellular,7,aug,642.0,3,-1,0,unknown,no
19689,44,management,married,tertiary,no,10950.0,yes,no,cellular,7,aug,84.0,1,-1,0,unknown,no
19690,45,technician,divorced,secondary,no,,no,no,cellular,7,aug,895.0,3,-1,0,unknown,yes
19691,56,retired,married,secondary,no,1956.0,no,no,cellular,7,aug,126.0,2,-1,0,unknown,no
19692,32,technician,single,secondary,no,,no,no,cellular,7,aug,520.0,3,-1,0,unknown,no
19693,34,technician,single,secondary,no,,no,no,cellular,7,aug,181.0,3,-1,0,unknown,no
19694,59,services,married,primary,no,,no,no,cellular,7,aug,,2,-1,0,unknown,no
19695,36,management,married,tertiary,no,2813.0,yes,no,cellular,7,aug,,3,-1,0,unknown,no
19696,50,blue-collar,married,secondary,no,,yes,no,cellular,7,aug,226.0,3,-1,0,unknown,no
19697,33,management,single,tertiary,no,,no,no,cellular,7,aug,452.0,3,-1,0,unknown,no
19698,48,technician,married,secondary,no,127.0,no,yes,cellular,7,aug,524.0,5,-1,0,unknown,no
19699,45,technician,married,secondary,no,760.0,no,no,cellular,7,aug,95.0,2,-1,0,unknown,no
19700,31,management,married,secondary,no,55.0,no,no,cellular,7,aug,124.0,3,-1,0,unknown,no
19701,45,services,married,secondary,no,1181.0,yes,no,cellular,7,aug,,3,-1,0,unknown,no
19702,43,technician,married,tertiary,no,5145.0,no,no,cellular,7,aug,51.0,7,-1,0,unknown,no
19703,32,services,married,secondary,no,,yes,yes,cellular,7,aug,365.0,5,-1,0,unknown,no
19704,41,management,married,tertiary,no,3831.0,yes,no,cellular,7,aug,,7,-1,0,unknown,no
19705,32,management,single,tertiary,no,,yes,no,cellular,7,aug,,3,-1,0,unknown,no
19706,35,technician,married,secondary,no,,yes,yes,telephone,7,aug,72.0,5,-1,0,unknown,no
19707,59,retired,married,primary,no,6.0,no,no,cellular,7,aug,,3,-1,0,unknown,no
19708,53,management,married,tertiary,no,,no,no,telephone,7,aug,262.0,7,-1,0,unknown,no
19709,32,management,single,tertiary,no,,no,no,cellular,7,aug,,3,-1,0,unknown,no
19710,51,admin.,married,secondary,no,,no,no,cellular,7,aug,217.0,3,-1,0,unknown,no
19711,36,management,single,tertiary,no,227.0,no,yes,cellular,7,aug,336.0,4,-1,0,unknown,no
19712,56,retired,married,primary,no,3149.0,no,no,cellular,7,aug,,3,-1,0,unknown,no
19713,54,services,married,primary,no,1059.0,no,no,cellular,7,aug,147.0,3,-1,0,unknown,no
19714,42,technician,married,secondary,no,,yes,yes,cellular,7,aug,186.0,3,-1,0,unknown,no
19715,34,technician,single,secondary,no,649.0,no,no,cellular,7,aug,124.0,3,-1,0,unknown,no
19716,45,blue-collar,married,primary,no,1192.0,no,no,cellular,7,aug,,3,-1,0,unknown,no
19717,30,technician,married,tertiary,no,0.0,no,no,cellular,7,aug,111.0,5,-1,0,unknown,no
19718,46,services,married,secondary,no,,no,no,cellular,7,aug,96.0,3,-1,0,unknown,no
19719,47,blue-collar,married,primary,no,0.0,no,no,cellular,7,aug,,4,-1,0,unknown,no
19720,33,technician,single,secondary,no,,no,no,cellular,7,aug,67.0,3,-1,0,unknown,no
19721,34,technician,married,secondary,no,,no,no,cellular,7,aug,,2,-1,0,unknown,no
19722,40,technician,married,tertiary,no,162.0,no,no,cellular,7,aug,,3,-1,0,unknown,no
19723,41,management,married,tertiary,no,768.0,no,no,cellular,7,aug,,3,-1,0,unknown,no
19724,54,management,married,tertiary,no,,no,no,cellular,7,aug,123.0,3,-1,0,unknown,no
19725,38,technician,married,secondary,no,740.0,no,no,cellular,7,aug,259.0,3,-1,0,unknown,no
19726,33,technician,married,secondary,no,2376.0,no,no,cellular,7,aug,,3,-1,0,unknown,no
19727,48,services,married,secondary,no,0.0,no,no,cellular,7,aug,163.0,5,-1,0,unknown,no
19728,37,management,single,tertiary,no,171.0,yes,yes,cellular,7,aug,,3,-1,0,unknown,no
19729,50,blue-collar,married,primary,no,506.0,yes,no,telephone,7,aug,,4,-1,0,unknown,no
19730,33,technician,divorced,secondary,no,801.0,no,no,cellular,7,aug,341.0,5,-1,0,unknown,yes
19731,51,housemaid,married,primary,no,1138.0,no,no,cellular,7,aug,265.0,3,-1,0,unknown,no
19732,49,blue-collar,married,primary,no,,no,no,telephone,7,aug,35.0,4,-1,0,unknown,no
19733,55,technician,married,tertiary,no,1097.0,yes,no,cellular,7,aug,,4,-1,0,unknown,no
19734,56,blue-collar,married,primary,no,,no,no,cellular,7,aug,152.0,6,-1,0,unknown,no
19735,56,retired,married,secondary,no,,no,yes,cellular,7,aug,,4,-1,0,unknown,no
19736,34,management,married,tertiary,no,5334.0,no,no,cellular,7,aug,385.0,4,-1,0,unknown,no
19737,37,management,single,tertiary,no,,no,no,cellular,7,aug,542.0,3,-1,0,unknown,no
19738,32,management,married,tertiary,no,183.0,yes,no,cellular,7,aug,112.0,3,-1,0,unknown,no
19739,33,technician,married,secondary,no,6419.0,no,no,cellular,7,aug,419.0,3,-1,0,unknown,no
19740,30,technician,single,secondary,no,,no,no,cellular,7,aug,82.0,3,-1,0,unknown,no
19741,34,technician,married,tertiary,no,555.0,yes,no,cellular,7,aug,144.0,18,-1,0,unknown,no
19742,43,management,married,tertiary,no,248.0,no,no,cellular,7,aug,229.0,4,-1,0,unknown,no
19743,53,services,married,secondary,no,1713.0,yes,no,cellular,7,aug,160.0,3,-1,0,unknown,no
19744,52,admin.,married,secondary,no,5122.0,no,yes,cellular,7,aug,,7,-1,0,unknown,no
19745,34,unemployed,married,tertiary,no,0.0,no,no,cellular,8,aug,201.0,6,-1,0,unknown,no
19746,48,admin.,married,secondary,no,2.0,no,no,cellular,8,aug,,6,-1,0,unknown,no
19747,48,blue-collar,married,primary,no,174.0,yes,yes,cellular,8,aug,36.0,8,-1,0,unknown,no
19748,52,technician,divorced,secondary,no,5102.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19749,37,technician,single,secondary,no,3.0,yes,no,cellular,8,aug,90.0,5,-1,0,unknown,no
19750,47,self-employed,married,secondary,no,,no,no,cellular,8,aug,88.0,2,-1,0,unknown,no
19751,53,management,married,tertiary,no,,no,no,cellular,8,aug,94.0,2,-1,0,unknown,no
19752,33,management,married,tertiary,no,2126.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19753,32,technician,single,tertiary,no,449.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19754,31,entrepreneur,single,secondary,no,,no,no,cellular,8,aug,,2,-1,0,unknown,no
19755,35,management,married,tertiary,no,-4.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19756,30,services,single,tertiary,no,1785.0,no,no,cellular,8,aug,108.0,2,-1,0,unknown,no
19757,41,technician,married,tertiary,no,1517.0,no,no,cellular,8,aug,193.0,3,-1,0,unknown,yes
19758,47,management,married,secondary,no,,no,no,cellular,8,aug,175.0,2,-1,0,unknown,no
19759,44,technician,married,secondary,no,,yes,no,cellular,8,aug,108.0,2,-1,0,unknown,no
19760,58,unknown,married,secondary,no,,no,no,cellular,8,aug,121.0,2,-1,0,unknown,no
19761,51,blue-collar,married,primary,no,507.0,yes,no,cellular,8,aug,85.0,2,-1,0,unknown,no
19762,31,management,single,tertiary,no,,no,no,cellular,8,aug,,2,-1,0,unknown,no
19763,33,housemaid,married,primary,no,0.0,no,no,cellular,8,aug,138.0,2,-1,0,unknown,no
19764,37,technician,single,secondary,no,,no,no,cellular,8,aug,1306.0,5,-1,0,unknown,yes
19765,58,management,married,tertiary,no,,no,no,cellular,8,aug,110.0,2,-1,0,unknown,no
19766,60,management,married,tertiary,no,,no,no,telephone,8,aug,243.0,2,-1,0,unknown,yes
19767,45,management,married,tertiary,no,5450.0,no,no,cellular,8,aug,188.0,2,-1,0,unknown,no
19768,44,unemployed,married,tertiary,no,,no,no,cellular,8,aug,126.0,2,-1,0,unknown,no
19769,36,management,married,tertiary,no,,yes,no,cellular,8,aug,75.0,2,-1,0,unknown,no
19770,52,blue-collar,married,secondary,no,409.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19771,41,technician,married,secondary,no,2123.0,no,no,cellular,8,aug,130.0,2,-1,0,unknown,no
19772,52,blue-collar,married,secondary,no,,no,no,cellular,8,aug,117.0,2,-1,0,unknown,no
19773,34,technician,single,secondary,no,161.0,no,yes,cellular,8,aug,61.0,2,-1,0,unknown,no
19774,55,retired,married,primary,no,2325.0,yes,yes,telephone,8,aug,87.0,7,-1,0,unknown,no
19775,32,technician,married,secondary,no,9608.0,no,no,cellular,8,aug,,4,-1,0,unknown,no
19776,34,management,married,tertiary,yes,38.0,no,no,cellular,8,aug,52.0,11,-1,0,unknown,no
19777,50,blue-collar,married,primary,no,,no,yes,cellular,8,aug,,2,-1,0,unknown,no
19778,45,blue-collar,married,secondary,no,162.0,no,no,cellular,8,aug,130.0,2,-1,0,unknown,no
19779,31,management,single,tertiary,no,30.0,no,no,cellular,8,aug,161.0,2,-1,0,unknown,no
19780,32,technician,married,secondary,no,,no,no,cellular,8,aug,50.0,4,-1,0,unknown,no
19781,31,technician,married,secondary,no,659.0,yes,no,cellular,8,aug,,2,-1,0,unknown,no
19782,57,services,married,primary,no,,no,no,cellular,8,aug,207.0,2,-1,0,unknown,no
19783,53,services,married,tertiary,no,,no,no,cellular,8,aug,,2,-1,0,unknown,no
19784,32,management,single,tertiary,no,,no,no,cellular,8,aug,,4,-1,0,unknown,no
19785,56,management,divorced,tertiary,no,66721.0,no,no,cellular,8,aug,442.0,2,-1,0,unknown,no
19786,31,blue-collar,married,secondary,no,,no,no,cellular,8,aug,,5,-1,0,unknown,no
19787,31,management,single,tertiary,no,2978.0,yes,no,cellular,8,aug,,2,-1,0,unknown,no
19788,51,blue-collar,married,primary,no,872.0,no,no,cellular,8,aug,82.0,2,-1,0,unknown,no
19789,32,technician,single,tertiary,no,,no,no,cellular,8,aug,,2,-1,0,unknown,no
19790,41,technician,single,secondary,no,413.0,yes,yes,cellular,8,aug,,2,-1,0,unknown,no
19791,60,housemaid,married,secondary,no,1361.0,no,no,cellular,8,aug,161.0,2,-1,0,unknown,no
19792,32,management,married,tertiary,no,,no,no,cellular,8,aug,,6,-1,0,unknown,no
19793,47,unemployed,married,secondary,no,,no,no,cellular,8,aug,,2,-1,0,unknown,no
19794,52,blue-collar,married,secondary,no,1493.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19795,42,entrepreneur,married,tertiary,no,42045.0,no,no,cellular,8,aug,205.0,2,-1,0,unknown,no
19796,38,unemployed,married,secondary,no,5177.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19797,33,management,married,tertiary,no,2071.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19798,53,technician,married,tertiary,no,,no,no,cellular,8,aug,92.0,2,-1,0,unknown,no
19799,31,technician,single,tertiary,no,,no,no,cellular,8,aug,243.0,2,-1,0,unknown,no
19800,57,blue-collar,married,unknown,no,,no,no,cellular,8,aug,163.0,2,-1,0,unknown,no
19801,60,retired,married,secondary,no,345.0,yes,yes,cellular,8,aug,129.0,6,-1,0,unknown,no
19802,33,technician,married,secondary,no,,yes,yes,cellular,8,aug,502.0,2,-1,0,unknown,no
19803,47,technician,divorced,secondary,no,84.0,no,no,cellular,8,aug,49.0,2,-1,0,unknown,no
19804,34,management,married,tertiary,no,,yes,no,cellular,8,aug,126.0,2,-1,0,unknown,no
19805,50,blue-collar,married,primary,no,,yes,no,cellular,8,aug,31.0,2,-1,0,unknown,no
19806,34,technician,single,tertiary,no,370.0,yes,no,cellular,8,aug,155.0,2,-1,0,unknown,no
19807,33,technician,single,secondary,no,5833.0,yes,no,cellular,8,aug,93.0,2,-1,0,unknown,no
19808,48,entrepreneur,married,tertiary,no,0.0,no,yes,cellular,8,aug,85.0,9,-1,0,unknown,no
19809,47,management,married,tertiary,no,,no,no,cellular,8,aug,75.0,3,-1,0,unknown,no
19810,37,technician,married,secondary,no,,no,no,cellular,8,aug,215.0,2,-1,0,unknown,no
19811,41,management,married,tertiary,no,881.0,no,no,cellular,8,aug,75.0,2,-1,0,unknown,no
19812,36,management,divorced,tertiary,no,8119.0,no,yes,cellular,8,aug,118.0,2,-1,0,unknown,no
19813,33,management,single,tertiary,no,,no,no,cellular,8,aug,,2,-1,0,unknown,no
19814,35,management,married,secondary,no,,no,no,cellular,8,aug,87.0,2,-1,0,unknown,no
19815,30,technician,single,tertiary,no,2427.0,no,no,cellular,8,aug,261.0,2,-1,0,unknown,no
19816,31,entrepreneur,married,tertiary,no,,no,no,cellular,8,aug,150.0,4,-1,0,unknown,no
19817,40,technician,married,secondary,no,581.0,yes,no,cellular,8,aug,258.0,2,-1,0,unknown,no
19818,37,technician,married,secondary,no,,no,no,cellular,8,aug,241.0,6,-1,0,unknown,no
19819,33,management,married,tertiary,no,530.0,yes,no,cellular,8,aug,,2,-1,0,unknown,no
19820,49,admin.,married,secondary,no,,no,no,cellular,8,aug,109.0,3,-1,0,unknown,no
19821,52,management,married,tertiary,no,,no,no,cellular,8,aug,,4,-1,0,unknown,no
19822,31,technician,married,tertiary,no,1503.0,yes,yes,cellular,8,aug,257.0,2,-1,0,unknown,no
19823,47,services,married,secondary,no,,no,yes,cellular,8,aug,994.0,2,-1,0,unknown,yes
19824,50,services,married,primary,no,,no,no,cellular,8,aug,175.0,2,-1,0,unknown,no
19825,30,technician,single,secondary,no,958.0,no,no,cellular,8,aug,112.0,2,-1,0,unknown,no
19826,36,management,married,tertiary,no,,no,no,cellular,8,aug,75.0,2,-1,0,unknown,no
19827,46,management,married,tertiary,no,1808.0,no,no,cellular,8,aug,172.0,2,-1,0,unknown,no
19828,46,technician,married,secondary,no,,yes,no,cellular,8,aug,41.0,2,-1,0,unknown,no
19829,47,management,married,secondary,no,7.0,no,no,telephone,8,aug,,2,-1,0,unknown,no
19830,57,unknown,married,primary,no,,no,no,cellular,8,aug,,4,-1,0,unknown,no
19831,39,management,married,tertiary,no,3590.0,no,no,cellular,8,aug,198.0,2,-1,0,unknown,no
19832,32,management,married,tertiary,no,,no,no,cellular,8,aug,,4,-1,0,unknown,no
19833,35,management,married,tertiary,no,82.0,no,no,cellular,8,aug,,4,-1,0,unknown,yes
19834,41,self-employed,married,secondary,no,,no,no,cellular,8,aug,,2,-1,0,unknown,no
19835,35,management,single,tertiary,no,,yes,no,cellular,8,aug,130.0,4,-1,0,unknown,no
19836,52,blue-collar,married,secondary,no,331.0,no,no,cellular,8,aug,,4,-1,0,unknown,no
19837,37,management,married,tertiary,no,578.0,yes,no,cellular,8,aug,,4,-1,0,unknown,no
19838,42,self-employed,married,tertiary,no,,no,no,cellular,8,aug,118.0,6,-1,0,unknown,no
19839,47,blue-collar,married,secondary,no,,no,no,cellular,8,aug,784.0,2,-1,0,unknown,yes
19840,46,self-employed,married,primary,no,107.0,yes,no,cellular,8,aug,109.0,6,-1,0,unknown,no
19841,32,management,divorced,tertiary,no,5550.0,yes,no,cellular,8,aug,89.0,4,-1,0,unknown,no
19842,52,housemaid,married,primary,no,,no,no,cellular,8,aug,172.0,9,-1,0,unknown,no
19843,34,management,married,tertiary,no,,no,no,cellular,8,aug,265.0,2,-1,0,unknown,no
19844,31,technician,married,secondary,no,172.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19845,33,management,married,tertiary,no,,no,no,cellular,8,aug,183.0,2,-1,0,unknown,no
19846,33,management,single,tertiary,no,,no,no,cellular,8,aug,80.0,2,-1,0,unknown,no
19847,33,technician,single,secondary,no,,no,no,cellular,8,aug,45.0,2,-1,0,unknown,no
19848,35,management,single,tertiary,no,,no,no,cellular,8,aug,249.0,2,-1,0,unknown,no
19849,34,management,married,tertiary,no,101.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19850,34,management,divorced,tertiary,no,221.0,no,no,cellular,8,aug,150.0,2,-1,0,unknown,no
19851,50,entrepreneur,married,secondary,no,2731.0,no,no,cellular,8,aug,111.0,2,-1,0,unknown,no
19852,30,technician,single,secondary,no,224.0,yes,no,cellular,8,aug,298.0,2,-1,0,unknown,no
19853,38,management,married,tertiary,no,,no,no,cellular,8,aug,230.0,2,-1,0,unknown,no
19854,32,technician,single,tertiary,no,1150.0,no,no,cellular,8,aug,31.0,2,-1,0,unknown,no
19855,55,management,married,tertiary,no,6880.0,no,no,cellular,8,aug,353.0,2,-1,0,unknown,no
19856,44,management,single,tertiary,no,1424.0,yes,no,cellular,8,aug,201.0,2,-1,0,unknown,no
19857,52,unemployed,married,secondary,no,2142.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19858,52,technician,married,secondary,no,172.0,yes,yes,cellular,8,aug,,2,-1,0,unknown,no
19859,59,blue-collar,married,secondary,no,,no,no,cellular,8,aug,,2,-1,0,unknown,no
19860,31,technician,married,tertiary,no,311.0,no,yes,cellular,8,aug,,2,-1,0,unknown,no
19861,60,technician,single,tertiary,no,,no,no,cellular,8,aug,233.0,2,-1,0,unknown,no
19862,37,management,married,tertiary,no,,no,no,cellular,8,aug,124.0,2,-1,0,unknown,no
19863,60,blue-collar,married,secondary,no,,no,no,cellular,8,aug,124.0,4,-1,0,unknown,no
19864,47,blue-collar,married,primary,no,,no,no,cellular,8,aug,121.0,2,-1,0,unknown,no
19865,57,admin.,married,primary,no,853.0,yes,no,cellular,8,aug,,4,-1,0,unknown,no
19866,39,self-employed,divorced,tertiary,no,0.0,no,no,cellular,8,aug,34.0,2,-1,0,unknown,no
19867,30,management,married,tertiary,no,105.0,no,no,cellular,8,aug,112.0,2,-1,0,unknown,no
19868,43,management,married,tertiary,no,6.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19869,47,unknown,married,secondary,no,74.0,no,no,cellular,8,aug,88.0,2,-1,0,unknown,no
19870,45,technician,married,secondary,no,,no,no,cellular,8,aug,156.0,2,-1,0,unknown,no
19871,41,technician,married,secondary,no,187.0,no,no,cellular,8,aug,387.0,2,-1,0,unknown,no
19872,39,management,married,tertiary,no,947.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19873,38,management,married,tertiary,no,,no,no,unknown,8,aug,317.0,4,-1,0,unknown,yes
19874,51,entrepreneur,married,primary,no,805.0,yes,no,cellular,8,aug,132.0,4,-1,0,unknown,no
19875,58,retired,married,primary,no,,yes,yes,cellular,8,aug,163.0,2,-1,0,unknown,no
19876,53,unemployed,divorced,tertiary,no,0.0,yes,yes,cellular,8,aug,140.0,2,-1,0,unknown,no
19877,49,entrepreneur,married,primary,no,10772.0,no,no,cellular,8,aug,89.0,2,-1,0,unknown,no
19878,41,technician,married,tertiary,no,6961.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19879,40,technician,single,secondary,no,,no,no,cellular,8,aug,254.0,4,-1,0,unknown,no
19880,34,technician,single,secondary,no,19348.0,yes,no,cellular,8,aug,,2,-1,0,unknown,no
19881,41,technician,single,secondary,no,,no,no,cellular,8,aug,420.0,2,-1,0,unknown,no
19882,34,technician,married,secondary,no,134.0,no,no,cellular,8,aug,104.0,4,-1,0,unknown,no
19883,32,technician,married,tertiary,no,,no,no,cellular,8,aug,209.0,2,-1,0,unknown,no
19884,33,technician,married,secondary,no,390.0,yes,no,cellular,8,aug,151.0,2,-1,0,unknown,no
19885,46,services,married,secondary,no,1034.0,no,no,cellular,8,aug,109.0,2,-1,0,unknown,no
19886,33,management,married,tertiary,no,1047.0,no,no,cellular,8,aug,512.0,4,-1,0,unknown,yes
19887,35,management,single,tertiary,no,,yes,no,cellular,8,aug,89.0,2,-1,0,unknown,no
19888,44,technician,single,secondary,no,7138.0,no,no,cellular,8,aug,,2,-1,0,unknown,yes
19889,55,self-employed,married,primary,no,0.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19890,31,self-employed,married,tertiary,no,,no,no,cellular,8,aug,112.0,2,-1,0,unknown,no
19891,34,management,married,tertiary,no,63.0,no,no,cellular,8,aug,94.0,2,-1,0,unknown,no
19892,34,technician,single,secondary,no,1076.0,no,no,cellular,8,aug,70.0,2,-1,0,unknown,no
19893,38,technician,single,secondary,no,1788.0,no,no,cellular,8,aug,391.0,2,-1,0,unknown,no
19894,31,management,single,tertiary,no,,no,yes,cellular,8,aug,523.0,2,-1,0,unknown,yes
19895,34,management,married,tertiary,no,,no,no,cellular,8,aug,,2,-1,0,unknown,no
19896,31,management,single,tertiary,no,,no,no,cellular,8,aug,321.0,2,-1,0,unknown,no
19897,55,retired,married,primary,no,1821.0,no,no,cellular,8,aug,224.0,2,-1,0,unknown,no
19898,31,technician,single,tertiary,no,,yes,no,cellular,8,aug,309.0,2,-1,0,unknown,no
19899,57,services,married,secondary,no,504.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19900,45,technician,married,tertiary,no,,no,no,cellular,8,aug,109.0,2,-1,0,unknown,no
19901,33,technician,single,tertiary,no,,no,no,cellular,8,aug,348.0,2,-1,0,unknown,no
19902,35,management,married,tertiary,no,3161.0,no,no,cellular,8,aug,433.0,2,-1,0,unknown,no
19903,50,technician,married,secondary,no,,no,no,cellular,8,aug,363.0,10,-1,0,unknown,no
19904,33,management,married,tertiary,no,2604.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19905,45,management,divorced,tertiary,no,,no,no,cellular,8,aug,248.0,2,-1,0,unknown,no
19906,42,technician,married,tertiary,no,,no,no,cellular,8,aug,103.0,6,-1,0,unknown,no
19907,46,blue-collar,married,primary,no,1596.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19908,32,management,single,tertiary,no,28.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19909,47,technician,divorced,tertiary,no,,no,no,cellular,8,aug,200.0,4,-1,0,unknown,no
19910,31,admin.,married,secondary,no,88.0,yes,yes,cellular,8,aug,189.0,2,-1,0,unknown,no
19911,45,blue-collar,married,secondary,no,827.0,yes,yes,cellular,8,aug,201.0,2,-1,0,unknown,no
19912,50,management,married,tertiary,no,290.0,no,yes,cellular,8,aug,50.0,2,-1,0,unknown,no
19913,54,management,divorced,tertiary,no,,no,yes,cellular,8,aug,,2,-1,0,unknown,no
19914,50,blue-collar,married,secondary,no,0.0,no,no,cellular,8,aug,192.0,2,-1,0,unknown,no
19915,57,admin.,married,secondary,no,,no,no,cellular,8,aug,521.0,4,-1,0,unknown,no
19916,51,blue-collar,married,secondary,no,700.0,no,no,cellular,8,aug,237.0,4,-1,0,unknown,no
19917,37,management,married,tertiary,no,,no,no,cellular,8,aug,95.0,2,-1,0,unknown,no
19918,45,management,married,tertiary,no,,yes,no,cellular,8,aug,172.0,2,-1,0,unknown,no
19919,30,management,single,tertiary,no,0.0,no,no,cellular,8,aug,,5,-1,0,unknown,no
19920,32,technician,single,secondary,no,,no,no,cellular,8,aug,63.0,4,-1,0,unknown,no
19921,38,technician,single,secondary,no,4359.0,no,no,cellular,8,aug,170.0,2,-1,0,unknown,no
19922,31,management,single,tertiary,no,37.0,no,no,cellular,8,aug,669.0,2,-1,0,unknown,yes
19923,55,management,married,tertiary,no,,yes,no,cellular,8,aug,73.0,6,-1,0,unknown,no
19924,32,technician,single,secondary,no,40.0,no,no,cellular,8,aug,419.0,2,-1,0,unknown,yes
19925,55,blue-collar,married,primary,no,9997.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19926,49,management,divorced,tertiary,no,,no,no,cellular,8,aug,169.0,2,-1,0,unknown,no
19927,47,management,married,tertiary,no,260.0,no,yes,cellular,8,aug,138.0,2,-1,0,unknown,no
19928,46,management,single,tertiary,yes,,no,no,cellular,8,aug,142.0,4,-1,0,unknown,no
19929,57,retired,married,tertiary,no,,no,no,cellular,8,aug,385.0,2,-1,0,unknown,no
19930,33,management,single,tertiary,no,59.0,yes,no,cellular,8,aug,215.0,4,-1,0,unknown,no
19931,33,technician,married,secondary,no,1264.0,no,yes,cellular,8,aug,,6,-1,0,unknown,no
19932,46,technician,single,tertiary,no,,no,no,cellular,8,aug,117.0,4,-1,0,unknown,no
19933,43,admin.,married,secondary,no,324.0,no,no,cellular,8,aug,629.0,4,-1,0,unknown,no
19934,35,management,single,tertiary,no,75.0,no,yes,cellular,8,aug,,11,-1,0,unknown,no
19935,49,admin.,married,secondary,no,1047.0,no,no,cellular,8,aug,,4,-1,0,unknown,no
19936,38,technician,married,tertiary,no,-1.0,no,no,cellular,8,aug,188.0,4,-1,0,unknown,no
19937,44,management,married,tertiary,no,5581.0,no,no,cellular,8,aug,,2,-1,0,unknown,no
19938,35,entrepreneur,married,tertiary,no,,yes,yes,cellular,8,aug,,4,-1,0,unknown,no
19939,48,admin.,married,secondary,no,811.0,no,yes,cellular,8,aug,149.0,2,-1,0,unknown,no
19940,30,unemployed,married,secondary,no,221.0,no,no,cellular,8,aug,61.0,4,-1,0,unknown,no
19941,50,management,married,secondary,no,,no,no,cellular,8,aug,,2,-1,0,unknown,no
19942,31,technician,married,secondary,no,535.0,no,no,cellular,8,aug,81.0,2,-1,0,unknown,no
